Animals,Group,Experiment,Path_To_Raw_Data,Output_Folder,Camera_Folder
EJT225,Control,test_data,/home/sthitapati/data/bpod_raw_data/,/home/sthitapati/data/Behavioural_data_output/,/home/sthitapati/data/bpod_raw_data/EJT_FlyCap_SeqTracking/
EJT226,Control,,,,
